3176,Location,Lovely
3177,food options,So many
3178,Staff,friendly
3179,Location,great for getting around with the Earls court station minutes away
3180,hotel,still feels quiet and away from too much noise
3181,Staff,welcoming
3182,gentleman on the front desk,made our stay even better
3183,gentleman on the front desk,upgraded our room free of charge
3184,staff,went the extra mile to make our stay special.
3185,hotel,Lovely
3186,staff,proffessional
3187,attention to detail,superb
3188,Staff,courteous
3189,Staff,exceedingly helpful
3190,Bed,heavenly
3191,I,be returning
3192,edging round the bathroom/shower,could do with a refresh
3193,Bedside lights,couldn’t seem to turn off at night without shutting everything off
3194,Staff,extremely helpful
3195,Location,ideal
3196,room,Amazing
3197,atmosphere,lovely
3198,staff,very good
3199,continental breakfast,Nice
3200,room,clean
3201,restaurant,comfortable
3202,Evening meal in the restaurant,"disappointing both in terms of cost, selection and flavour"
3203,Location,excellent for the museums.
3204,shaver socket,not connected
3205,restaurant,not owned by the hotel
3206,menu,not the one presented at the table.
3207,Location,rather hard and flat
3208,Staff,very attentive
3209,bedroom,a lot smaller than imagined/pictured
3210,staff,so so lovely to us
3211,staff,super friendly
3212,We,came back to our room to realise it hadn’t been cleaned
3213,Rooms,clean
3214,location,great
3215,We,therefore put all dirty towels on the floor
3216,We,unaware of this
3217,Staff,upgraded us upon arrival as a gesture of good will for our anniversary.
3218,We,very friendly and helpful
3219,we,arrived back to the room about 3/4 pm amd
3220,we,had not yet been cleaned
3221,room,how modern
3222,location,Really good
3223,location,Very small and cramped
3224,location,very good value for money
3225,dislikes,No
3226,staff,Very polite welcoming
3227,beds,comfortable
3228,hotel,looking old
3229,hotel,looking tired
3230,room,needed  a repaint
3231,Hotel staff,where absolutely fantastic
3232,rooms,good
3233,Staff,great
3234,rooms,perfectly nice
3235,location,quiet
3236,hotel,small
3237,Our room,upgraded to a larger one
3238,breakfast,very good
3239,we,very nice
3240,staff,went above and beyond our expectations
3241,we,would recommend this to our family and friends
3242,carpets,Clean
3243,staff,amazing
3244,location,good
3245,carpets,slightly dirty looking
3246,rooms,Very clean
3247,rooms,lovely
3248,Location,excellent
3249,bathroom,spacious
3250,room,very comfortable
3251,Hotel,clean
3252,Hotel,comfortable .
3253,Staff,friendly
3254,Earls Court tube,took us everywhere we wanted to go easily
3255,Location,great
3256,location,Excellent
3257,staff,friendly
3258,room doors,bang when they close
3259,staff,lovely
3260,It,very good value for money
3261,room,Excellent
3262,we,could ask for
3263,room,quiet
3264,room,Clean
3265,breakfast,good
3266,room,well lit
3267,mini bar/fridge,empty
3268,location,great for easy access to trains etc
3269,number of restaurants in the locality,to suit all needs
3270,staff,where very helpful
3271,stAy,coMfortable
3272,My room,a nice surprise.
3273,bed,beautiful big
3274,staff,welcoming
3275,Staff,lovely
3276,few basic items,missing
3277,Staff,very attentive
3278,location,clean good
3279,They,couldn’t do enough for you
3280,staff,friendly
3281,we,could get anywhere easily
3282,It,cranked it up
3283,we,ed it up
3284,staff,exceptional
3285,we,lovely
3286,we,made it special for my partners birthday
3287,It,so close to Earl’s Court station
3288,location,Great
3289,location,close to the tube station
3290,person,in the most polite manner possible
3291,staff,incredible
3292,person,went above and beyond to help us
3293,person,with a smile
3294,staff,Very friendly
3295,Fridge and safe in room,appreciated
3296,Location of hotel,good for my stay in London
3297,staff,helpful
3298,Room,smaller than expected
3299,Breakfast,very satisfactory
3300,layout,well organised
3301,staff,well organised.
3302,staff,Amazing
3303,dislikes,No
3304,rooms,Clean
3305,lady at my check,could have been more welcoming
3306,facilities,excellent
3307,facilities,good
3308,staff,helpful
3309,rooms,tidy
3310,facilities,very pleasant and helpful
3311,Staff,friendly
3312,Location,perfect
3313,Beds,very comfortable
3314,Location,very easy to travel around central London
3315,Beds,very good value for money
3316,Staff,very welcoming
3317,Location,amazing
3318,rooms,clean
3319,rooms,comfortable
3320,furniture in the rooms,could be described as a little dated
3321,rooms,excellent
3322,Location,fantastic
3323,staff,friendly
3324,breakfast,plentiful
3325,staff,Very pleasant
3326,room,clean
3327,staff,friendly
3328,location,great
3329,area,Nice
3330,Staff,attentive
3331,Staff,incredibly friendly
3332,Everyone,incredibly friendly and attentive
3333,Breakfast,just a personal preference
3334,Breakfast,perfectly fine
3335,area,quiet
3336,shower,Affordable
3337,shower,good
3338,Staff,Uncomfortable
3339,Staff,accommodated to all queries
3340,room,clean
3341,Staff,friendliness
3342,Staff,helpful
3343,decor,modern
3344,hotel,lovely
3345,staff,made it very special for myself and my partner
3346,It,perfect
3347,Rooms,smaller than thought
3348,Location,perfect
3349,bed,so comfortable
3350,Location,spot on
3351,staff,Super friendly
3352,room,Super friendly and helpful
3353,room,comfortable
3354,location,excellent
3355,staff,helpful
3356,room,modern
3357,location,really close to the tube
3358,price,really reasonable
3359,room,Very clean
3360,stay,Very pleased
3361,touches,lovely
3362,showerBreakfast,a bit disappointing
3363,Staff,great
3364,Trying to cut a large orange with an eating knife is not easy! On first morning coffee,not easy
3365,Staff,very friendly
3366,breakfast area,Nice
3367,staff,excellent
3368,staff,very polite
3369,staff,absolutely lovely
3370,our room,delightful.
3371,staff,had a wonderful atmosphere
3372,We,Lovely
3373,We,a little duller and repetitive
3374,Breakfasts,adequate
3375,Room,comfortable
3376,We,have always enjoyed our times there
3377,We,have stayed at Park Grand Kensington a number of times in the pre-covid past
3378,staff,kindly
3379,hotel,not quite as vivacious as it used to be
3380,Room,very good
3381,hotel,very pleasant
3382,hotel,well-cared for and managed
3383,Room,well-equipped
3384,staff,"Needing to go to the reception  to ask for tea, coffee and milk"
3385,staff,friendly
3386,location,great
3387,value for money,really good
3388,rooms,So had 150% pending payments
3389,rooms,comfortable
3390,location,Great
3391,It,comfy
3392,carpet,stained
3393,staff,super friendly
3394,location,super near so much great food and a station
3395,bathroom,wasn’t super clean
3396,location,Great
3397,Staff,attentive
3398,Dinner menu,limited
3399,our tea cups,not cleaned during room service
3400,Staff,very friendly
3401,location,within easy reach of Earls Court tube
3402,bathroom,much bigger than all other 4 star hotels
3403,location,super
3404,reception staff,fantastic
3405,they,changed my room
3406,I,didn’t like my room when I went
3407,Room service,Not as clean as I would of liked
3408,Room service,needs a little boost
3409,nights sleep,bad
3410,tea,good
3411,message,personalised
3412,room,Accessible to stations and restaurants
3413,room,Clean
3414,We,surely book again
3415,outside seating,No
3416,location,great
3417,location,short walk to the Earls court tube station
3418,location,very convenient
3419,location,very quiet
3420,location,walking distance to museums
3421,staff,Friendly
3422,tea and coffee and water in our room,Plenty
3423,Park,a very good place to stay
3424,staff,attentive
3425,Park,ideally located for what we needed
3426,price,Great
3427,staff,Really clean
3428,staff,friendly
3429,service,rather splendid
3430,Location,clean
3431,Location,convenient
3432,room key,never continuously worked
3433,location,excellent
3434,price of a room,exceptionally good value
3435,staff,went out of their way to make guests feel welcome and comfortable
3436,rooms,Good size
3437,location,Great
3438,they,friendly
3439,they,go out of there way to make you feel welcome
3440,Food menu,Asian inspired
3441,Staff,GREAT
3442,I,always my first choice
3443,covid-19 situation,has affected the smooth processing
3444,I,love Asian food
3445,I,suffer with spicy food later
3446,Food menu,very limited choices
3447,Park Grand Kensington,will always my first choice
3448,it,will be great again soon
3449,I,Excellent
3450,my sister,commented on how loud it was
3451,my sister,didn’t
3452,I,had ear plugs
3453,I,quite loud
3454,location,Great
3455,staff,friendly
3456,We,must have come through the vents
3457,decor,nice
3458,We,so not the most hygienic
3459,welcome,Friendly
3460,location,Great
3461,Staff,accommodating
3462,bed,comfortable.
3463,location,nice
3464,Staff,professional
3465,wifi,excellent
3466,staff,very friendly
3467,rooms,Really clean
3468,staff,Really lovely
3469,rooms,Super close to Earls Court tube (4 mins walk) and anything else you need
3470,windows,aren’t double glazed
3471,I,dug out a pair of ear plugs
3472,I,fine
3473,I,had a room facing the road
3474,I,no trouble for them to sort
3475,windows,quite loud
3476,I,stayed there for work
3477,I,would definitely stay again
3478,staff,Helpful
3479,housekeeping,not great
3480,I,couldn't work out how to turn off the lights either side of my bed
3481,staff,excellent
3482,hotel,Great
3483,location,easy to get to Earl's Court Station
3484,staff,friendly
3485,location,great
3486,room,nice
3487,Our corridor,smell at smoke at points
3488,bed,very comfy
3489,staff,very helpful
3490,hotel,also holds your luggage if you wanted to go out
3491,Housekeeping,kept forgetting to provide coffee sachets and also more bottles of shampoo then shower gel
3492,check in and check out,swift.
3493,Staff,very friendly
3494,hotel,very good option
3495,beds,2 singles put into one bed
3496,bedside drawers,Dirty
3497,location,Great
3498,location,about 4 minutes walk form Earl’s Court station and about half an hours walk from Hyde Park/ Kensington Gardens.
3499,decor in the hotel,also lovely
3500,gesture,beautiful
3501,I,did apologise
3502,our hotel room,faced the traditional town houses
3503,I,found a bit of tissue under it
3504,doors in the hallway,have only 1 little window
3505,view,lovely
3506,deal.,Well located
3507,I,appreciated the bottle of water handed to me on check out
3508,Bathroom,clean
3509,I,comfortable
3510,Staff,friendly
3511,shower,good
3512,I,having everything I needed including a microwave and mini fridge
3513,Staff,helpful
3514,deal.,no big
3515,My room,not big
3516,Room,quiet
3517,Bathroom,small
3518,my room,never really dark
3519,I,want to be in this location
3520,Light on the tea making storage area,could not be turned off
3521,Staff,very polite
3522,hotel,Lovely
3523,I,definitely stay there again
3524,hotel,in a great spot
3525,hotel,not
3526,Room service,delivered breakfast to the room at a time of your choosing
3527,Breakfast,good.
3528,dining area,not in use
3529,Breakfast,not in use.
3530,room,clean
3531,hotel,comfortable
3532,Staff,friendly.
3533,Staff,helpful
3534,location,ideal
3535,location,only a few minutes walk from the underground at Earls Court.
3536,it,so lovely
3537,location,Great
3538,staff,friendly
3539,staff,nice
3540,receptionists esp Mira and Marina,accomodating
3541,amenities in  the hotel room,excellent
3542,location,quiet
3543,bed,so comfortable
3544,receptionists esp Mira and Marina,so helpful
3545,location,very much appreciated
3546,location,"within an area close to restaurants, shops and public transport"
3547,air-conditioning in the room,working well
3548,it,How close it is to the underground station
3549,corridor,noisy
3550,location,excellent
3551,location,just a short walk to Earl’s Court tube station and a 10Min walk to Kensington high street
3552,location,not open
3553,Hotel,very clean
3554,rooms,Lovely
3555,Breakfast,dried up full English
3556,continental breakfast for my partner,never arrived
3557,Breakfast,not good very disappointing
3558,Staff,so very helpful
3559,rooms,very clean
3560,rooms,very comfortable
3561,rooms,a bit dated
3562,staff,absolutely amazing
3563,Mira and the team,made us feel very welcome
3564,rooms,weren't 100% clean
3565,HotelStaff,Excellent
3566,location,brilliant
3567,staff,very helpful
3568,experience in Paddington,good
3569,I,was changed to that other hotel two days before my visit
3570,I,was given a room upgrade after I complained on the phone
3571,I,would have preferred to stay in Kensington
3572,value for money,Exceptional
3573,complaints,No
3574,beds,big comfortable
3575,park,grand
3576,location,great
3577,beds,very clean
3578,Breakfast,a little limited
3579,Staff,accommodating
3580,Breakfast,could have been better
3581,Staff,did not check the booking properly
3582,Room service,great
3583,Staff,then checked and apologised
3584,Breakfast,understandable
3585,staff,Amazing
3586,location,Great
3587,room,Spacious
3588,Décor,a little tired
3589,furniture,chiped/scrapped
3590,lights,don't totally turn off
3591,Décor,in need of renovation
3592,staff,Friendly
3593,locationLovely restaurant,Great
3594,club room,Very comfortable
3595,staff,helpful
3596,bed,really great
3597,sausage,No
3598,location,amazing
3599,staff,lovely
3600,location,modern
3601,location,so close to Earl’s Court station and Kensington high street
3602,staff,very accommodating
3603,they,incredibly comfortable
3604,they,incredibly friendly
3605,Breakfast,wasn’t great
3606,staff,Friendly
3607,location,Great
3608,upgrade and bottle of wine,free
3609,I,have been assured will be refunded
3610,I,weren’t communicated
3611,Staff,helpful
3612,Staff,professional
3613,balcony,wasn't accessible
3614,Restaurant,average
3615,Staff,great
3616,Staff,very friendly
3617,hotel,Exceedingly clean
3618,I,Friendly
3619,I,certainly recommend this hotel
3620,staff,helpful
3621,staff,Lack of elevator to lower levels of hotel
3622,bed,really comfortable
3623,staff,really helpful
3624,room,very clean
3625,service,Great
3626,location,Very good
3627,staff,extremely friendly
3628,location,near Tube station Earl´s Court
3629,rooms,not very large
3630,rooms,sufficient
3631,bathroom,well kept
3632,prince,decent
3633,staff,friendly
3634,stay,pleasant
3635,items,complimentary
3636,We,very well looked after
3637,staff,super pleasant
3638,pillows,too hard for me
3639,staff,very helpful
3640,stay,amazing
3641,room,clean
3642,location,superb
3643,room,tidy
3644,room,too warm
3645,location,Great
3646,We,had to request more
3647,We,ran out of toilet roll
3648,chocolates,a wonderful touch
3649,receptionists and doormen,had exceptionally nice manners
3650,we,drove in and parked about a 8-9 min walk from a car park
3651,we,easy to get to
3652,we,so easy to get around.
3653,staff,Quiet
3654,staff,very warm
3655,staff,Helpful
3656,cafes and restaurants around the hotel,Lovely
3657,staff,Great for family and friends
3658,position,Very good
3659,staff,always happy to help
3660,Rooms,big enough
3661,Rooms,fine
3662,staff,go the little bit extra to keep you happy
3663,bathroom door,had dusty corners
3664,noise from out side,has to be expected
3665,position,just in Zone 1 for the tube so centrally located
3666,shower door bottom,looked black
3667,bathroom door,no way dirty
3668,shower door bottom,wasn’t dirty
3669,position,wasn’t too loud
3670,location,Great
3671,staff,Passionate
3672,water in the shower,little
3673,Room,relatively big
3674,water in the shower,too slow
3675,shower,Excellent
3676,staff,Friendly
3677,room,Quiet comfortable
3678,staff,attentive
3679,location,Great
3680,location,Very quiet for central London
3681,room,comfort
3682,I,loved the hotel and the bed
3683,room,overall cleanliness
3684,shower tray,overflowing
3685,mirror at the entrance of the room,Full length
3686,area,Good
3687,We,Great size
3688,I,always appreciate.
3689,hairdryer,makes it a bit uncomfortable to use
3690,We,nice
3691,We,quiet
3692,We,stayed at the room 104
3693,hairdryer,under the desk
3694,Breakfast,good
3695,Breakfast,with a an excellent selection
3696,staff,Friendly
3697,bed linen,"caused skin allergy, both me and my husband"
3698,service,good
3699,breakfast,nice
3700,washing products for bed linen,should be improved
3701,breakfast,with good value
3702,location,Excellent
3703,staff,Nice
3704,room,Small
3705,room,clean
3706,location,Good
3707,welcome,Warm
3708,welcome,phoned to make sure all was ok
3709,bed,Comfy
3710,Staff,attentive
3711,fruit,complimentary
3712,room,felt a little cold
3713,Staff,super helpful
3714,bathroom,clean
3715,bed,comfy
3716,housekeeping,do an excellent job
3717,bottles of complementary wine,Small
3718,card,beautifully handwritten
3719,staff,extremely helpful
3720,box of chocolates,small
3721,location,Good
3722,staff,all very helpful and friendly
3723,Rooms,clean
3724,location,close to the tube
3725,staff,couldn’t have been more attentive
3726,prices,fluctuated
3727,prices,so ended up paying more than originally expected
3728,Rooms,well appointed
3729,beds,comfy
3730,Microwave in room,makes our stay much easier
3731,Location,perfect
3732,AC,very poor
3733,I,was misled with the photos and the room photos given
3734,chocolate bars,welcoming
3735,staff,Helpful
3736,Fav,fish n chips.
3737,Earl's court tube station,a 2 minute walk
3738,rooms,all really pleasant
3739,rooms,below street level
3740,restaurant,fantastic for dinner
3741,rooms,so won't have a window
3742,bed,comfy
3743,facilities,good
3744,hotel,nice
3745,overflow,no longer a problem
3746,elevator,on the small and slow side
3747,shower drain,overflowed very easily
3748,room,a good size
3749,bed,comfy
3750,elevator,slow
3751,staff,very helpful
3752,staff,Helpful
3753,location,Great
3754,surfaces,No
3755,Bed,comfy
3756,noise,no
3757,sink,took up almost all of the counter
3758,surfaces,would have been helpful to place toiletries whilst getting ready
3759,location,Excellent
3760,breakfast,Good
3761,hotel,Quiet
3762,shower,Very good
3763,staff,Very pleasant friendly
3764,staff,flawless
3765,staff,helpful
3766,Location,excellent for visiting Olympia
3767,staff,friendly
3768,staff,helpful
3769,staff,Really liked the Indian food in the restaurant
3770,fittings,good quality
3771,We,really like the bedroom and bathroom
3772,location,Good
3773,room,clean
3774,Breakfast,excellent
3775,Staff,helpful
3776,location,near to Earl’s Court tube
3777,Bed,super comfortable
3778,Staff,very friendly
3779,room,well equipped
3780,Breakfast,with a good selection of hot and cold items
3781,location,Good
3782,staff,friendly helpful
3783,Twin room,much more expensive than double
3784,location,Close to the underground station.
3785,location,Great
3786,staff,Wonderful
3787,Breakfast,good
3788,they,gladly kept it for me since I was still in EU
3789,Location,great
3790,Location,just 300m from Earls Court tube station
3791,emergency vehicle sirens,no
3792,room,quiet
3793,ventilation shaft,quite noisy during the day
3794,ventilation shaft,ran from the floor to ceiling
3795,room,turned off at night
3796,room,with a large bed and a bath.
3797,staff,Great
3798,breakfast,super
3799,walking area,Great
3800,staff,Wonderful
3801,location,close to public transport
3802,breakfast,good
3803,location,perfect
3804,I,suggest changing it a little day to day.
3805,location,Central
3806,room.size,too small
3807,Staff,very hrlpful.
3808,room,could have put away the suitcases
3809,young lady receptionists,made our Christmas brighter
3810,room,missing a set of drawers
3811,young lady receptionists,smiling positive
3812,dayDinners,very good
3813,night light in the bathroom,would be sufficient
3814,location,great
3815,rooms,comfortable
3816,breakfast,good
3817,Staff,very helpful
3818,all the dining staff,gracious
3819,all the dining staff,helpful
3820,all the dining staff,kind
3821,breakfast,lovely
3822,all the dining staff,polite
3823,electrical shaver plug,busted
3824,I,would have preferred a room with a larger table
3825,staff,Lovely
3826,staff,could hear everything that was going on outside of the room
3827,hotel,nice
3828,staff,welcoming
3829,bathrooms,Clean
3830,we,arrived at 2.40pm
3831,hotel,clean
3832,room,nice
3833,our room,not ready
3834,beds,so comfy
3835,bed,comfortable
3836,pillow cases,dirty
3837,checking in and out,easy
3838,they,had been left.
3839,we,had the crisps from the mini bar opened them
3840,location,ideal
3841,room,lovely
3842,crisps from the mini bar,opened them
3843,they,tasted stale
3844,we,then looked at the date on the back
3845,they,where out of date
3846,they,where very helpful
3847,Location,Frequent
3848,location,Great
3849,ammenities,good
3850,welcome,warm
3851,room,Comfortable
3852,towels,Nice clean
3853,Shower,No
3854,staff,Particularly helpful
3855,snacks,complimentary
3856,water pressure,could be better
3857,Shower and screen,could be improved upon
3858,staff,friendly
3859,Shower and screen,looked a little dirty
3860,Shower,not great
3861,sleeping area,very clean
3862,staff at Earls Court Station,general friendliness
3863,staff,helpful
3864,problem,ideal
3865,breakfast,could have been a bit more varied
3866,breakfast,"included omelettes, pancakes and other items"
3867,staff,more than happy to help where they could
3868,breakfast,remained virtually the same for every one of the 4 days we were there
3869,staff,Pleasant
3870,staff,brilliant
3871,location,great
3872,room,small
3873,fruit and water in rooms,Daily
3874,lift to bottom/basement rooms,No
3875,noise from other rooms,above and beside
3876,walls,thin
3877,rooms,Clean
3878,Breakfast,a little poor quality
3879,Hotel,set up the room for my girlfriends birthday very well
3880,bathroom,very nice
3881,Location,also perfect
3882,I,highly recommend this hotel to everyone who will be visiting London
3883,they,so helpful
3884,they,so kind
3885,I,solved it in a perfect way
3886,Location,very close to tube station
3887,staff,eryainly enhanced the experience
3888,bathrooms,just mediocre
3889,staff,unbelievably friendly
3890,location,excellent
3891,Staff,lovely
3892,Staff,quiet
3893,Staff,spotlessly kept
3894,Room,a little small
3895,they,moved me straight away
3896,Staff,excellent
3897,window,no
3898,Staff,unpretentious
3899,Staff,very natural
3900,location,Great
3901,welcome drinks,Nice
3902,rooms,lovely
3903,room,bigger than what I booked for
3904,Staff,friendly
3905,room,good size
3906,Staff,helpful
3907,breakfast,limited
3908,breakfast,little variety to choose from
3909,rooms,need to be fumigated
3910,tea selection,Excellent
3911,Breakfast,.
3912,Location,Great
3913,Rooms,clean
3914,staff,helpful
3915,staff,incredibly nice
3916,Location,incredibly nice and helpful
3917,Rooms,worth paying the extra for larger roomsI’d stay here again
3918,location,"Proximity to Earl's Court Tube station, stores and restaurants"
3919,Staff,Very friendly
3920,Staff,excellent
3921,Staff,excellent
3922,Staff,friendly
3923,Staff,responsive
3924,Location,great
3925,I,offered a discount for my next stay
3926,Someone,smoking in the hallway
3927,staff,very quick to sort it out
3928,They,dont have a continental restuarant
3929,They,fantastic
3930,They,very courteous
3931,They,very friendly
3932,Location,great
3933,underfloor heating,very effective
3934,staff,very friendly
3935,underfloor heating,would be dangerously hot in the bathroom
3936,Hotel,clean
3937,our room,downstairs
3938,Location,excellent
3939,staff,insisted on carrying the case
3940,Location,insisted on carrying the case.
3941,Hotel,warm.
3942,amenities,Great
3943,space,Unused
3944,staff,Very friendly
3945,Underfloor heating in bathroom,a bonus.
3946,staff,always offering assistance
3947,staff,attentive
3948,space,could maybe accommodate shelves/storage unit for towels
3949,room,quite small
3950,Hotel,smelled lovely
3951,only shelf,supposed to be used to store towels
3952,Hotel,very clean
3953,staff,Friendly
3954,rooms,an option with upgrade
3955,location,excellent
3956,staff,helpful
3957,Bathroom,small
3958,deluxe room,a bit smaller than expected
3959,staff,attentive
3960,nights sleep,best
3961,bed,comfy
3962,staff,friendly
3963,We,really looked after
3964,food,really nice to
3965,Wifi,not consistent
3966,hotel,Nice
3967,beds,Very comfortable
3968,breakfast,Very good
3969,I,highly recommend
3970,bathroom,nice
3971,room,well equipped
3972,location,great
3973,location,very close to Earl’s Court tube
3974,staff,couldn’t have been kinder and more helpful
3975,Room,great
3976,My teen daughter,stayed here by herself prior to an audition
3977,Breakfast,good
3978,location,very convenient
3979,front desk staff,in poor locations
3980,front desk staff,probably the best I’ve ever encountered
3981,location,so convenient
3982,bathroom,a little tight
3983,breakfast,delicious
3984,breakfast,didn't have any other meals
3985,room,fine
3986,bathroom,quite a lot of up and down steps
3987,hotel,3mins walk from the station
3988,hotel,Lovely
3989,staff,great
3990,they,cancelling my room for the first night
3991,location,only a few minutes from Earl's Court station with lots of stores in the are to buy anything you need
3992,location,really central
3993,they,were able to find me alternate accommodations
3994,I,enjoyed my stay at the hotel
3995,service,fast
3996,Location,near everything
3997,staff,very friendly
3998,I,would come back again
3999,Staff,excellent
4000,Staff,lovely
4001,air conditioning,not effective or not working
4002,room service,No
4003,rooms,clean
4004,rooms,comfy
4005,breakfast,lovely
4006,staff,really welcoming
4007,staff,where lovely
4008,staff,accommodating
4009,hotel,allowed us to cancel the second night of our day
4010,I,good
4011,I,had tickets for days 3 and 4 for me and my wife
4012,staff,likely forget
4013,most hotel breakfasts,overpriced
4014,hotel,saved us money
4015,breakfast,too expensive
4016,line,shining on the of  a piece of the forniture
4017,line,with no chance of being switched off
4018,it,would have been perfect
4019,It,ok
4020,Nothing,stands out
4021,dining area,led to delay at breakfast.
4022,dining area,small
4023,bedquiet location,comfortable
4024,Room,difficult to get to
4025,Hospitality tray,not replenished each day
4026,Bar,shut too early
4027,Staff,Very clean
4028,location,excellent
4029,Our room,had no window
4030,location,pleasant
4031,Breakfast,very good
4032,Staff,very helpful
4033,hotel,close to earls court metro station
4034,hotel,"close to many cafes, pizzerias, bars."
4035,hotel,friendly
4036,hotel,good
4037,it,how clean
4038,it,needed just a little bit more space
4039,location,can not be more than old 3 star hotel
4040,staff,doing their job excellent
4041,location,great
4042,location,in a walking distance to the Kensington Gardens and major museums.
4043,Renovation,much needed
4044,location,near underground station
4045,Breakfast,didn't seem to be very well organized
4046,Breakfast,hot
4047,Breakfast,tasty
4048,Breakfast,very friendly and helpful
4049,arrangements with transport companies for travel to and from London Airports,could have been better
4050,breakfast,excellent
4051,information,no
4052,location,Good
4053,we,broken
4054,coffee machine,broken all days
4055,door,did not open
4056,we,had to wait 20 minutes for American coffee
4057,staff,nice
4058,door,repaired
4059,we,repairing it
4060,chair in room,a few stains
4061,staff,friendly
4062,position,close to the underground
4063,position,good
4064,We,not unhappy about anything
4065,layout of the room,Spacious
4066,Breakfast,lacking
4067,Bed,wasn’t comfortable
4068,Towels,need to be replaced
4069,location,accessible from the Tube with coffee shops and restaurants nearby
4070,location,comfortable
4071,location,complimentary
4072,location,pretty good
4073,room,spacious
4074,hotel,wasn't too accessible for taxis
4075,bed sheets,crumpled
4076,rooms,also a bit different from what I saw in the pictures online
4077,staff,generally nice
4078,breakfast,good
4079,room,small
4080,breakfast,nice
4081,aircon,wasn’t cold enough
4082,breakfast,nice
4083,Bathroom,Free
4084,staff,Lovely
4085,areas of the property,a little tired
4086,room upgrade,an added bonus.
4087,Bathroom,looked recently refurbed
4088,Lighting in the room,"quite dark, flickering bulbs"
4089,Lighting in the room,t great
4090,staff,very welcoming
4091,Bathroom,wasn’t great
4092,selection for breakfast.,Poor
4093,air conditioning,quiet
4094,air conditioning,very good
4095,staff,friendly
4096,kingsize bed,more problematic also to narrow
4097,kingsize bed,too short
4098,towel,bath size
4099,another one,would have been provided if we had asked
4100,rooms,clean
4101,rooms,comfortable
4102,location,did not work well all the time
4103,breakfast,excellent
4104,location,good
4105,We,could open the windows of our room (on the first floor) if we wanted to
4106,air conditioning,did not work properly
4107,room,extreme
4108,staff,helpful
4109,air conditioning,relatively quiet
4110,breakfast,very good value for money
4111,breakfast,very hot and airless
4112,Earls  Court Tube station,very nearby
4113,We,very polite
4114,We,did not want to use public transport
4115,new room,met all the expectations I had when making the booking about 3 weeks before.
4116,room,manageable
4117,room,smaller than expected
4118,room,Nice
4119,Lift,broke down
4120,staff,could be more friendly
4121,Breakfast,good
4122,breakfast,Decent
4123,coffee,available all day
4124,Rooms,shockingly smaller than represented on the site
4125,Stay,comfortable
4126,Stay,nice
4127,hotel,well placed
4128,hotel,with easy access to the rest of London
4129,location,bit far from good shopping &amp; food
4130,beds,comfortable
4131,staff,helpful
4132,staff,kind
4133,breakfast,very good
4134,stay,very pleasant
4135,Towels,very poor
4136,decor,modern
4137,bathroom,could be cleaned more often
4138,carpets on the floor,pretty stained
4139,cleaning,should be a priority
4140,cleaning,very basic
4141,skylight,Really tatty
4142,odour in basement room,bad
4143,skylight,blacked out
4144,location,close to station
4145,location,just a blacked out
4146,towelsmould,rough thin
4147,bed,uncomfortable
4148,Customer  service,good
4149,Rooms,small
4150,room,Comfortable
4151,breakfast,Decent
4152,staff,Very smiley
4153,Reception area,could be upgraded
4154,staff,friendly
4155,we,No
4156,we,didn’t find the entrance or reception very inviting
4157,we,friendly.
4158,location,ideal for Piccadillyunderground
4159,bathroom,needs upgrading
4160,location,nice
4161,toiletries in the bathroom,not very good quality
4162,beds,really Comfy
4163,orange juice warm at breakfast,warm
4164,air con,had turned itself back in when we had switched it off
4165,green light in room,lit up he whole room
4166,pigeon nest,right outside the window
4167,gap under door,shines the hall lights in
4168,bed,uncomfortable
4169,towels,Awful cheap
4170,breakfast,Decent
4171,staff,Was asked to pay
4172,We,checked in
4173,location,close to underground
4174,We,didn't get to the hotel till 9pm due ti underground strike.
4175,We,easy
4176,We,helped with luggage
4177,restaurant food,lovely.
4178,room,modern
4179,We,then went ti the restaurant
4180,Service,wasn't great
4181,Service,wasn't greeted when we arrived
4182,location,Great
4183,staff,very friendly
4184,rooms,small
4185,Staff,very friendly
4186,iron,didn’t work properly
4187,rooms,good
4188,shower,neither did
4189,staff,very friendly
4190,staff,friendly
4191,location,good
4192,bath towels,a bit small
4193,tv reception,a bit dicey
4194,staff,exceptional
4195,Room,had no view
4196,wifi connection,not very good
4197,amenities in room,Basic
4198,coffee machine,No
4199,Bathroom,awkward to get into shower
4200,Bathroom,cramped
4201,Staff,very helpful
4202,bed,comfy
4203,rooms,good sized
4204,bed,large
4205,reception,small
4206,rooms,with fridge and microwave
4207,staff,Attentiveness
4208,air conditioning,Excellent
4209,wifi,Poor
4210,room,comfortable
4211,staff,quite tired looking
4212,location,a short stroll from Earls Court tube station
4213,staff,all very friendly
4214,room,"all very friendly, attentive and helpful"
4215,we,attentive and helpful
4216,room,clean
4217,we,did not use the bar or restaurant during our stay
4218,we,larger than we were expecting
4219,bed,very comfortable
4220,location,very convenient
4221,room,very quiet despite being in central London
4222,we,with plenty of space
4223,air,worked very well during a spell of hot weather
4224,Continental breakfast,sparse
4225,I,lovely
4226,I,made you feel very welcome
4227,touch,nice
4228,I,would always book a bit bigger room and on the front of the property
4229,we,did not seem to care
4230,hotel,disappointing
4231,most staff,efficient
4232,we,grossly overcharged by the driver
4233,most staff,nice.
4234,we,nice. good
4235,we,polite
4236,hotel,should not use the company they called
4237,we,told them
